taxa,FALSE,TRUE,prop
Lonchaea chorea,29466,1,0.00339362676892795
Longitarsus atricillus,29466,1,0.00339362676892795
Longitarsus flavicornis,29466,1,0.00339362676892795
Longitarsus parvulus,29466,1,0.00339362676892795
Longitarsus pellucidus,29466,1,0.00339362676892795
Longitarsus pratensis,29466,1,0.00339362676892795
Lophocolea semiteres,29466,1,0.00339362676892795
Lophosia fasciata,29466,1,0.00339362676892795
Lophozia excisa,29466,1,0.00339362676892795
Lophozia ventricosa,29466,1,0.00339362676892795
Lucilia ampullacea,29466,1,0.00339362676892795
Lunulospora curvula,29466,1,0.00339362676892795
Luzula pilosa,29466,1,0.00339362676892795
Lycoperdon pratense,29466,1,0.00339362676892795
Lygephila pastinum,29466,1,0.00339362676892795
Lyrurus tetrix,29466,1,0.00339362676892795
Macaria liturata,29466,1,0.00339362676892795
Machimus atricapillus,29466,1,0.00339362676892795
Machimus cingulatus,29466,1,0.00339362676892795
Macquartia dispar,29466,1,0.00339362676892795
Macquartia grisea,29466,1,0.00339362676892795
Macrargus rufus,29466,1,0.00339362676892795
Macronychia dolini,29466,1,0.00339362676892795
Macrophya duodecimpunctata,29466,1,0.00339362676892795
Macrophya rufipes,29466,1,0.00339362676892795
Macropis europaea,29466,1,0.00339362676892795
Macropodia rostrata,29466,1,0.00339362676892795
Macropsis albae,29466,1,0.00339362676892795
Macropsis cerea,29466,1,0.00339362676892795
Macropsis fuscula,29466,1,0.00339362676892795
Macropsis infuscata,29466,1,0.00339362676892795
Macrosternodesmus palicola,29466,1,0.00339362676892795
Magdalis armigera,29466,1,0.00339362676892795
Malthinus flaveolus,29466,1,0.00339362676892795
Marasmius epiphylloides,29466,1,0.00339362676892795
Marchandiomyces corallinus,29466,1,0.00339362676892795
Margarinotus striola,29466,1,0.00339362676892795
Martes martes,29466,1,0.00339362676892795
Mastocarpus stellatus,29466,1,0.00339362676892795
Mauremys caspica,29466,1,0.00339362676892795
Mecinus circulatus,29466,1,0.00339362676892795
Medina luctuosa,29466,1,0.00339362676892795
Megachile versicolor,29466,1,0.00339362676892795
Megacoelum infusum,29466,1,0.00339362676892795
Megalinus glabratus,29466,1,0.00339362676892795
Megophthalmus scanicus,29466,1,0.00339362676892795
Melampophylax mucoreus,29466,1,0.00339362676892795
Melampsora caprearum,29466,1,0.00339362676892795
Melampsoridium betulinum,29466,1,0.00339362676892795
Melangyna cincta,29466,1,0.00339362676892795
Melangyna lasiophthalma,29466,1,0.00339362676892795
Melangyna umbellatarum,29466,1,0.00339362676892795
Melanogaster hirtella,29466,1,0.00339362676892795
Melanohalea exasperata,29466,1,0.00339362676892795
Melanoleuca exscissa,29466,1,0.00339362676892795
Melanophyllum haematospermum,29466,1,0.00339362676892795
Melanotus horizontalis,29466,1,0.00339362676892795
Melanthia procellata,29466,1,0.00339362676892795
Melarhaphe neritoides,29466,1,0.00339362676892795
Meligethes carinulatus,29466,1,0.00339362676892795
Meligethes gagathinus,29466,1,0.00339362676892795
Meligramma trianguliferum,29466,1,0.00339362676892795
Melinopterus sphacelatus,29466,1,0.00339362676892795
Meliscaeva cinctella,29466,1,0.00339362676892795
Melopsittacus undulatus,29466,1,0.00339362676892795
Mentha arvensis,29466,1,0.00339362676892795
Meromyza athletica,29466,1,0.00339362676892795
Merzomyia westermanni,29466,1,0.00339362676892795
Mesotype didymata,29466,1,0.00339362676892795
Metallus lanceolatus,29466,1,0.00339362676892795
Metasphaeria complanata,29466,1,0.00339362676892795
Metoecus paradoxus,29466,1,0.00339362676892795
Metopeurum fuscoviride,29466,1,0.00339362676892795
Metopolophium dirhodum,29466,1,0.00339362676892795
Micrargus apertus,29466,1,0.00339362676892795
Microbotryum lychnidis-dioicae,29466,1,0.00339362676892795
Microbotryum violaceum,29466,1,0.00339362676892795
Microbryum rectum,29466,1,0.00339362676892795
Microchrysa cyaneiventris,29466,1,0.00339362676892795
Microlestes maurus,29466,1,0.00339362676892795
Microlinyphia impigra,29466,1,0.00339362676892795
Micromus variegatus,29466,1,0.00339362676892795
Micronecta poweri,29466,1,0.00339362676892795
Micronecta scholtzi,29466,1,0.00339362676892795
Micropeplus staphylinoides,29466,1,0.00339362676892795
Micropterix aruncella,29466,1,0.00339362676892795
Micropterix tunbergella,29466,1,0.00339362676892795
Mimulus luteus,29466,1,0.00339362676892795
Mimumesa unicolor,29466,1,0.00339362676892795
Mintho rufiventris,29466,1,0.00339362676892795
Mnium stellare,29466,1,0.00339362676892795
Modiolus modiolus,29466,1,0.00339362676892795
Moebelia penicillata,29466,1,0.00339362676892795
Molinia caerulea,29466,1,0.00339362676892795
Molophilus appendiculatus,29466,1,0.00339362676892795
Molophilus obscurus,29466,1,0.00339362676892795
Molva molva,29466,1,0.00339362676892795
Monoclona rufilatera,29466,1,0.00339362676892795
Monophadnoides rubi,29466,1,0.00339362676892795
Monopis laevigella,29466,1,0.00339362676892795
Monopis obviella,29466,1,0.00339362676892795
Monopis weaverella,29466,1,0.00339362676892795
Monosapyga clavicornis,29466,1,0.00339362676892795
Monospilus dispar,29466,1,0.00339362676892795
Morchella esculenta,29466,1,0.00339362676892795
Munida rugosa,29466,1,0.00339362676892795
Muscardinus avellanarius,29466,1,0.00339362676892795
Musculus discors,29466,1,0.00339362676892795
Mycena longiseta,29466,1,0.00339362676892795
Mycena polygramma,29466,1,0.00339362676892795
Mycena pseudocorticola,29466,1,0.00339362676892795
Mycena rorida,29466,1,0.00339362676892795
Mycena rosella,29466,1,0.00339362676892795
Mycena stylobates,29466,1,0.00339362676892795
Mycoacia uda,29466,1,0.00339362676892795
Mydaea ancilla,29466,1,0.00339362676892795
Mydaea corni,29466,1,0.00339362676892795
Mydaea urbana,29466,1,0.00339362676892795
Myotis alcathoe,29466,1,0.00339362676892795
Myotis mystacinus,29466,1,0.00339362676892795
Myriolecis persimilis,29466,1,0.00339362676892795
Myriophyllum alterniflorum,29466,1,0.00339362676892795
Myriophyllum aquaticum,29466,1,0.00339362676892795
Myriophyllum spicatum,29466,1,0.00339362676892795
Myriospora rufescens,29466,1,0.00339362676892795
Mythimna turca,29466,1,0.00339362676892795
Myzia oblongoguttata,29466,1,0.00339362676892795
Myzus persicae,29466,1,0.00339362676892795
Nabis ferus,29466,1,0.00339362676892795
Nanogona polydesmoides,29466,1,0.00339362676892795
Narcissus poeticus,29466,1,0.00339362676892795
Nargus velox,29466,1,0.00339362676892795
Nassella tenuissima,29466,1,0.00339362676892795
Nebria salina,29466,1,0.00339362676892795
Nebrioporus elegans,29466,1,0.00339362676892795
Neckera complanata,29466,1,0.00339362676892795
Nectria peziza,29466,1,0.00339362676892795
Nemapogon cloacella,29466,1,0.00339362676892795
Nemasoma varicorne,29466,1,0.00339362676892795
Nematinus fuscipennis,29466,1,0.00339362676892795
Nematinus steini,29466,1,0.00339362676892795
Nemertesia antennina,29466,1,0.00339362676892795
Nemotelus pantherinus,29466,1,0.00339362676892795
Nemotelus uliginosus,29466,1,0.00339362676892795
Nemoura cambrica,29466,1,0.00339362676892795
Neoascia meticulosa,29466,1,0.00339362676892795
Neocochylis dubitana,29466,1,0.00339362676892795
Neocrepidodera transversa,29466,1,0.00339362676892795
Neolygus contaminatus,29466,1,0.00339362676892795
Neolygus viridis,29466,1,0.00339362676892795
Neomyia viridescens,29466,1,0.00339362676892795
Neosphaleroptera nubilana,29466,1,0.00339362676892795
Neostylopyga rhombifolia,29466,1,0.00339362676892795
Neottiglossa pusilla,29466,1,0.00339362676892795
Nepeta cataria,29466,1,0.00339362676892795
Nephrotoma crocata,29466,1,0.00339362676892795
Nephus quadrimaculatus,29466,1,0.00339362676892795
Neptunea antiqua,29466,1,0.00339362676892795
Neria cibaria,29466,1,0.00339362676892795
Nerine bowdenii,29466,1,0.00339362676892795
Nerophis lumbriciformis,29466,1,0.00339362676892795
Neuroterus anthracinus,29466,1,0.00339362676892795
Nicandra physalodes,29466,1,0.00339362676892795
Nicrophorus vespillo,29466,1,0.00339362676892795
Nicrophorus vespilloides,29466,1,0.00339362676892795
Nigrotipula nigra,29466,1,0.00339362676892795
Nilea hortulana,29466,1,0.00339362676892795
Nimbus contaminatus,29466,1,0.00339362676892795
Nimbus obliteratus,29466,1,0.00339362676892795
Niptus hololeucus,29466,1,0.00339362676892795
Nola confusalis,29466,1,0.00339362676892795
Nomada ferruginata,29466,1,0.00339362676892795
Nomada flavopicta,29466,1,0.00339362676892795
Nomada guttulata,29466,1,0.00339362676892795
Nomada zonata,29466,1,0.00339362676892795
Norellisoma spinimanum,29466,1,0.00339362676892795
Notiphila maculata,29466,1,0.00339362676892795
Notonecta viridis,29466,1,0.00339362676892795
Nycteola revayana,29466,1,0.00339362676892795
Nymphaea alba,29466,1,0.00339362676892795
Nymphoides peltata,29466,1,0.00339362676892795
Nysson spinosus,29466,1,0.00339362676892795
Ochthebius bicolon,29466,1,0.00339362676892795
Ochthebius dilatatus,29466,1,0.00339362676892795
Ocnus planci,29466,1,0.00339362676892795
Octotemnus glabriculus,29466,1,0.00339362676892795
Ocypus aeneocephalus,29466,1,0.00339362676892795
Ocys quinquestriatus,29466,1,0.00339362676892795
Ocyusa maura,29466,1,0.00339362676892795
Odacantha melanura,29466,1,0.00339362676892795
Odontoscelis lineola,29466,1,0.00339362676892795
Oecetis ochracea,29466,1,0.00339362676892795
Oecetis testacea,29466,1,0.00339362676892795
Oedalea stigmatella,29466,1,0.00339362676892795
Oedothorax apicatus,29466,1,0.00339362676892795
Oenanthe deserti,29466,1,0.00339362676892795
Oleolophozia perssonii,29466,1,0.00339362676892795
Olibrus aeneus,29466,1,0.00339362676892795
Olibrus millefolii,29466,1,0.00339362676892795
Omalium caesum,29466,1,0.00339362676892795
Oncopsis avellanae,29466,1,0.00339362676892795
Oncopsis tristis,29466,1,0.00339362676892795
Onoba aculeus,29466,1,0.00339362676892795
Oonops domesticus,29466,1,0.00339362676892795
Opegrapha calcarea,29466,1,0.00339362676892795
Ophiomyia pulicaria,29466,1,0.00339362676892795
Ophyiulus pilosus,29466,1,0.00339362676892795
Oplodontha viridula,29466,1,0.00339362676892795
Opomyza petrei,29466,1,0.00339362676892795
Orchestes hortorum,29466,1,0.00339362676892795
Orconectes limosus,29466,1,0.00339362676892795
Orconectes virilis,29466,1,0.00339362676892795
Oreopteris limbosperma,29466,1,0.00339362676892795
Orientus ishidae,29466,1,0.00339362676892795
Orius vicinus,29466,1,0.00339362676892795
Ormyrus nitidulus,29466,1,0.00339362676892795
Ornithopus perpusillus,29466,1,0.00339362676892795
Orobanche hederae,29466,1,0.00339362676892795
Orobanche minor,29466,1,0.00339362676892795
Orsillus depressus,29466,1,0.00339362676892795
Orsodacne cerasi,29466,1,0.00339362676892795
Orthochaetes setiger,29466,1,0.00339362676892795
Orthonotus rufifrons,29466,1,0.00339362676892795
Orthotaenia undulana,29466,1,0.00339362676892795
Orthotylus marginalis,29466,1,0.00339362676892795
Oscinella frit,29466,1,0.00339362676892795
Oscinella nigerrima,29466,1,0.00339362676892795
Oscinella nitidissima,29466,1,0.00339362676892795
Oscinella pusilla,29466,1,0.00339362676892795
Osmerus eperlanus,29466,1,0.00339362676892795
Osmundea hybrida,29466,1,0.00339362676892795
Otiorhynchus ovatus,29466,1,0.00339362676892795
Otis tarda,29466,1,0.00339362676892795
Oulema obscura,29466,1,0.00339362676892795
Oulimnius tuberculatus,29466,1,0.00339362676892795
Oxalis stricta,29466,1,0.00339362676892795
Oxybelus uniglumis,29466,1,0.00339362676892795
Oxycera nigricornis,29466,1,0.00339362676892795
Oxydromus flexuosus,29466,1,0.00339362676892795
Oxypoda elongatula,29466,1,0.00339362676892795
Ozyptila brevipes,29466,1,0.00339362676892795
Pachnida nigella,29466,1,0.00339362676892795
Pachyrhinus lethierryi,29466,1,0.00339362676892795
Paederus littoralis,29466,1,0.00339362676892795
Paederus riparius,29466,1,0.00339362676892795
Palaemon varians,29466,1,0.00339362676892795
Pales pavida,29466,1,0.00339362676892795
Palloptera scutellata,29466,1,0.00339362676892795
Palloptera ustulata,29466,1,0.00339362676892795
Palmaria palmata,29466,1,0.00339362676892795
Panaeolus acuminatus,29466,1,0.00339362676892795
Panicum miliaceum,29466,1,0.00339362676892795
Papaver argemone,29466,1,0.00339362676892795
Papaver orientale,29466,1,0.00339362676892795
Paracrania chrysolepidella,29466,1,0.00339362676892795
Paradelia intersecta,29466,1,0.00339362676892795
Paralimnus phragmitis,29466,1,0.00339362676892795
Parapholis strigosa,29466,1,0.00339362676892795
Parapiesma quadratum,29466,1,0.00339362676892795
Parasyrphus punctulatus,29466,1,0.00339362676892795
Pardosa nigriceps,29466,1,0.00339362676892795
Parhelophilus frutetorum,29466,1,0.00339362676892795
Paris quadrifolia,29466,1,0.00339362676892795
Parmelia ernstiae,29466,1,0.00339362676892795
Parmeliella triptophylla,29466,1,0.00339362676892795
Parmotrema reticulatum,29466,1,0.00339362676892795
Paroligolophus agrestis,29466,1,0.00339362676892795
Parornix fagivora,29466,1,0.00339362676892795
Parornix scoticella,29466,1,0.00339362676892795
Patrobus atrorufus,29466,1,0.00339362676892795
Pawsonia saxicola,29466,1,0.00339362676892795
Pedicularis palustris,29466,1,0.00339362676892795
Pedicularis sylvatica,29466,1,0.00339362676892795
Pegomya rubivora,29466,1,0.00339362676892795
Pegomya ulmaria,29466,1,0.00339362676892795
Pelagia noctiluca,29466,1,0.00339362676892795
Pelatachina tibialis,29466,1,0.00339362676892795
Pelina aenea,29466,1,0.00339362676892795
Pelophylax lessonae,29466,1,0.00339362676892795
Peltigera hymenina,29466,1,0.00339362676892795
Periclista lineolata,29466,1,0.00339362676892795
Periconia cookei,29466,1,0.00339362676892795
Peridroma saucia,29466,1,0.00339362676892795
Peronospora alta,29466,1,0.00339362676892795
Persicaria amplexicaulis,29466,1,0.00339362676892795
Persicaria capitata,29466,1,0.00339362676892795
Pertusaria pseudocorallina,29466,1,0.00339362676892795
Petasites albus,29466,1,0.00339362676892795
Petrophora chlorosata,29466,1,0.00339362676892795
Peziza howsei,29466,1,0.00339362676892795
Peziza micropus,29466,1,0.00339362676892795
Phacelia tanacetifolia,29466,1,0.00339362676892795
Phaedon cochleariae,29466,1,0.00339362676892795
Phaeoceros laevis,29466,1,0.00339362676892795
Phalaropus lobatus,29466,1,0.00339362676892795
Phaonia angelicae,29466,1,0.00339362676892795
Phaonia incana,29466,1,0.00339362676892795
Phaonia pallida,29466,1,0.00339362676892795
Phaonia palpata,29466,1,0.00339362676892795
Phaonia valida,29466,1,0.00339362676892795
Phaxas pellucidus,29466,1,0.00339362676892795
Phellinus igniarius,29466,1,0.00339362676892795
Pherbellia annulipes,29466,1,0.00339362676892795
Pherbellia dorsata,29466,1,0.00339362676892795
Pherbina coryleti,29466,1,0.00339362676892795
Philereme transversata,29466,1,0.00339362676892795
Philonthus cruentatus,29466,1,0.00339362676892795
Philonthus quisquiliarius,29466,1,0.00339362676892795
Philonthus sanguinolentus,29466,1,0.00339362676892795
Philorhizus melanocephalus,29466,1,0.00339362676892795
Philygria interstincta,29466,1,0.00339362676892795
Phloeopora testacea,29466,1,0.00339362676892795
Phloeotribus rhododactylus,29466,1,0.00339362676892795
Phoenicopterus roseus,29466,1,0.00339362676892795
Pholas dactylus,29466,1,0.00339362676892795
Pholiota gummosa,29466,1,0.00339362676892795
Pholiota tuberculosa,29466,1,0.00339362676892795
Phomatospora berkeleyi,29466,1,0.00339362676892795
Phorbia bartaki,29466,1,0.00339362676892795
Phorbia sepia,29466,1,0.00339362676892795
Phragmidium bulbosum,29466,1,0.00339362676892795
Phycodrys rubens,29466,1,0.00339362676892795
Phylidorea ferruginea,29466,1,0.00339362676892795
Phyllactinia fraxini,29466,1,0.00339362676892795
Phyllobius virideaeris,29466,1,0.00339362676892795
Phyllobius viridicollis,29466,1,0.00339362676892795
Phyllodromia melanocephala,29466,1,0.00339362676892795
Phyllonorycter cerasicolella,29466,1,0.00339362676892795
Phyllonorycter dubitella,29466,1,0.00339362676892795
Phyllonorycter harrisella,29466,1,0.00339362676892795
Phyllonorycter maestingella,29466,1,0.00339362676892795
Phyllonorycter schreberella,29466,1,0.00339362676892795
Phyllonorycter sorbi,29466,1,0.00339362676892795
Phyllonorycter tristrigella,29466,1,0.00339362676892795
Phyllonorycter viminiella,29466,1,0.00339362676892795
Phyllopertha horticola,29466,1,0.00339362676892795
Phylloscopus fuscatus,29466,1,0.00339362676892795
Phylloscopus ibericus,29466,1,0.00339362676892795
Phylloscopus nitidus,29466,1,0.00339362676892795
Phyllotreta cruciferae,29466,1,0.00339362676892795
Phyllotreta exclamationis,29466,1,0.00339362676892795
Phymatopus hecta,29466,1,0.00339362676892795
Physconia distorta,29466,1,0.00339362676892795
Physconia enteroxantha,29466,1,0.00339362676892795
Phyto discrepans,29466,1,0.00339362676892795
Phytocoris ulmi,29466,1,0.00339362676892795
Phytocoris varipes,29466,1,0.00339362676892795
Phytomyza angelicae,29466,1,0.00339362676892795
Phytomyza cirsii,29466,1,0.00339362676892795
Phytomyza rostrata,29466,1,0.00339362676892795
Phytomyza tetrasticha,29466,1,0.00339362676892795
Phytomyza wahlgreni,29466,1,0.00339362676892795
Phytoptus avellanae,29466,1,0.00339362676892795
Phytosciara flavipes,29466,1,0.00339362676892795
Picris hieracioides,29466,1,0.00339362676892795
Piesma maculatum,29466,1,0.00339362676892795
Pilophorus cinnamopterus,29466,1,0.00339362676892795
Pinus radiata,29466,1,0.00339362676892795
Pirapion immune,29466,1,0.00339362676892795
Piratula hygrophila,29466,1,0.00339362676892795
Pisidia longicornis,29466,1,0.00339362676892795
Plagiothecium curvifolium,29466,1,0.00339362676892795
Plagiothecium denticulatum,29466,1,0.00339362676892795
Planaria torva,29466,1,0.00339362676892795
Platalea alba,29466,1,0.00339362676892795
Platismatia glauca,29466,1,0.00339362676892795
Platycampus luridiventris,29466,1,0.00339362676892795
Platycheirus angustatus,29466,1,0.00339362676892795
Platycheirus peltatus,29466,1,0.00339362676892795
Platycheirus rosarum,29466,1,0.00339362676892795
Platycis minutus,29466,1,0.00339362676892795
Platymya fimbriata,29466,1,0.00339362676892795
Platypalpus agilis,29466,1,0.00339362676892795
Platypalpus cothurnatus,29466,1,0.00339362676892795
